Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type
25943,41337,ICMP,615,Data,FTP
48426,39372,TCP,889,Data,FTP
45069,17932,ICMP,1109,Control,DNS
27268,25962,UDP,1167,Control,DNS
15863,5028,TCP,1463,Control,DNS
52778,28935,ICMP,1279,Data,HTTP
20291,54677,TCP,1111,Control,FTP
24604,29789,UDP,99,Data,HTTP
11217,28407,ICMP,994,Control,FTP
59786,32291,TCP,1392,Control,HTTP
63021,44888,ICMP,444,Control,DNS
45493,38118,UDP,174,Data,HTTP
56458,45212,ICMP,948,Control,DNS
16129,11455,ICMP,1277,Data,HTTP
44426,16801,ICMP,921,Control,FTP
31647,55902,TCP,173,Data,FTP
28080,4653,TCP,83,Control,DNS
60273,63915,TCP,89,Control,HTTP
18771,60474,ICMP,1115,Data,DNS
57620,28316,UDP,760,Data,HTTP
36894,27440,TCP,593,Control,DNS
16535,46757,UDP,157,Control,HTTP
9503,43093,ICMP,1433,Data,FTP
21512,48897,ICMP,913,Control,DNS
47195,26560,TCP,1495,Control,FTP
42041,38762,ICMP,463,Data,HTTP
14913,34204,UDP,1236,Control,FTP
57935,9280,UDP,158,Data,DNS
27723,57018,UDP,1242,Data,DNS
49734,26695,UDP,1045,Control,FTP
15676,35567,UDP,1253,Data,DNS
62674,45952,TCP,326,Data,FTP
2930,5424,TCP,506,Data,HTTP
29855,55836,UDP,1242,Data,FTP
61290,31626,ICMP,717,Control,FTP
29238,27063,TCP,921,Data,FTP
62985,28445,UDP,931,Control,DNS
10530,28200,TCP,1280,Control,FTP
3671,15326,TCP,469,Data,HTTP
15399,26707,TCP,261,Control,HTTP
44095,47867,UDP,413,Data,DNS
27402,31116,UDP,288,Control,FTP
47829,30884,ICMP,833,Control,DNS
61224,28974,UDP,1467,Control,HTTP
43602,41003,TCP,1098,Control,HTTP
22990,4889,TCP,78,Data,HTTP
38558,30946,ICMP,751,Control,FTP
18894,5560,TCP,476,Data,DNS
40084,5622,UDP,1189,Control,HTTP
49115,49493,ICMP,524,Data,FTP
45579,13802,UDP,853,Data,HTTP
4093,31185,UDP,815,Data,FTP
13675,7864,ICMP,1267,Data,DNS
18010,48606,UDP,653,Control,FTP
10130,15033,TCP,496,Control,DNS
38806,30382,UDP,1269,Data,DNS
46227,30060,TCP,384,Control,HTTP
20041,21328,TCP,1491,Control,FTP
34552,25723,UDP,1437,Data,HTTP
50196,65108,ICMP,1430,Control,DNS
37679,49416,ICMP,1223,Control,HTTP
32693,37267,ICMP,436,Data,FTP
19471,28990,ICMP,723,Data,DNS
53985,64843,TCP,497,Data,FTP
17123,12629,UDP,148,Data,FTP
17311,5582,ICMP,1276,Data,FTP
51350,61108,UDP,805,Control,HTTP
31733,18393,UDP,908,Control,DNS
32457,53889,UDP,888,Control,FTP
9831,49279,TCP,764,Data,FTP
55161,43712,UDP,569,Control,DNS
62698,36470,TCP,1434,Data,FTP
28741,50758,UDP,819,Data,HTTP
26038,11844,TCP,1110,Data,DNS
14656,40534,ICMP,1231,Data,HTTP
46937,13556,UDP,456,Data,FTP
8995,45498,TCP,1169,Control,HTTP
21881,5948,ICMP,333,Control,DNS
5244,53485,TCP,949,Data,FTP
60537,3665,ICMP,1369,Control,HTTP
4635,30343,TCP,258,Control,HTTP
49952,23946,UDP,754,Data,FTP
6767,36868,UDP,1305,Control,DNS
41850,40441,UDP,778,Data,DNS
49792,61561,UDP,289,Control,HTTP
28833,24190,TCP,439,Data,DNS
33881,50962,TCP,990,Data,DNS
61191,46586,TCP,581,Data,HTTP
9902,37085,ICMP,359,Control,DNS
41812,13237,TCP,1450,Data,HTTP
38331,17110,TCP,1249,Control,DNS
4274,52043,TCP,1105,Data,DNS
22720,22417,ICMP,364,Control,DNS
60434,9110,UDP,1360,Data,FTP
54978,34742,UDP,278,Data,DNS
58904,28741,UDP,174,Data,HTTP
19362,12488,TCP,441,Data,HTTP
25472,30003,ICMP,863,Data,HTTP
47979,42177,TCP,844,Data,HTTP
42973,37605,UDP,847,Control,DNS
26211,44850,ICMP,242,Control,DNS
49177,16027,TCP,618,Control,HTTP
33352,42696,ICMP,409,Control,HTTP
15780,61588,TCP,131,Data,DNS
61189,47887,ICMP,664,Control,DNS
3759,61067,UDP,526,Data,DNS
18233,49675,UDP,278,Data,FTP
12330,50268,TCP,1261,Control,HTTP
18875,15914,TCP,291,Data,DNS
23636,20895,ICMP,1391,Data,HTTP
4441,15860,UDP,1253,Control,FTP
22213,9533,UDP,452,Control,DNS
52867,34521,ICMP,978,Control,DNS
48177,30308,UDP,1068,Data,FTP
52251,24250,TCP,1439,Data,FTP
33938,7780,TCP,740,Control,DNS
65368,27883,TCP,962,Control,HTTP
22497,57495,UDP,891,Control,HTTP
41907,10176,TCP,842,Data,DNS
4153,38842,ICMP,129,Control,DNS
10498,28236,UDP,276,Control,DNS
37320,38905,ICMP,1465,Control,HTTP
18378,4196,TCP,1122,Control,DNS
2701,42028,UDP,1093,Control,HTTP
54573,58986,ICMP,333,Data,DNS
7989,60667,UDP,656,Control,DNS
44542,54862,TCP,1176,Data,FTP
35389,50322,TCP,611,Data,DNS
16990,14773,ICMP,1330,Data,FTP
2573,11140,UDP,649,Data,HTTP
56540,23050,TCP,388,Control,DNS
35433,44125,UDP,1463,Control,HTTP
1255,63788,TCP,749,Control,DNS
64896,41266,TCP,78,Control,HTTP
58428,60887,ICMP,220,Data,FTP
43940,40819,UDP,640,Data,DNS
22224,10501,ICMP,835,Data,FTP
1580,27589,UDP,246,Control,DNS
35215,4222,ICMP,256,Control,FTP
58639,15451,UDP,1349,Data,HTTP
40570,13745,UDP,896,Data,HTTP
64045,2641,ICMP,340,Control,FTP
21643,37654,TCP,702,Control,DNS
5444,13479,ICMP,882,Control,HTTP
22446,21842,TCP,1188,Control,FTP
43016,56705,ICMP,1098,Data,DNS
4465,53134,TCP,162,Control,HTTP
51872,40736,ICMP,356,Data,HTTP
24468,53637,UDP,844,Control,FTP
11412,35912,ICMP,677,Control,DNS
48932,2199,UDP,1189,Control,FTP
60747,18448,ICMP,242,Data,HTTP
7912,7642,UDP,627,Data,FTP
38632,36405,TCP,1179,Control,DNS
19238,38835,UDP,933,Data,FTP
28638,16217,TCP,1140,Control,FTP
10626,48313,TCP,895,Data,HTTP
13339,30490,ICMP,926,Control,DNS
63058,5786,TCP,1093,Control,FTP
37999,5167,ICMP,1425,Control,HTTP
11127,10521,ICMP,586,Data,HTTP
51561,54354,ICMP,727,Control,FTP
44755,19813,UDP,773,Data,DNS
13230,2654,TCP,733,Data,HTTP
55488,21712,UDP,339,Control,FTP
54152,8257,UDP,809,Data,HTTP
19217,45992,UDP,1283,Control,HTTP
1615,2578,UDP,592,Data,FTP
9740,58551,TCP,1295,Control,DNS
23544,21759,TCP,1432,Control,FTP
23704,24733,TCP,388,Control,DNS
51937,30982,TCP,1355,Data,HTTP
30004,64882,TCP,278,Data,FTP
46075,50601,UDP,1227,Data,FTP
60413,5469,UDP,1137,Data,HTTP
11291,8862,ICMP,1382,Control,DNS
26317,50440,UDP,518,Data,FTP
59010,15707,TCP,812,Control,HTTP
28266,22490,UDP,1110,Control,FTP
38718,35953,ICMP,1073,Control,HTTP
53349,51428,TCP,947,Control,DNS
22999,30656,ICMP,1031,Control,DNS
28064,35247,TCP,904,Data,HTTP
17765,11452,UDP,1255,Control,DNS
62307,30823,TCP,877,Data,DNS
41463,42468,UDP,343,Control,DNS
32491,16212,TCP,135,Control,FTP
5164,26751,UDP,143,Control,DNS
6514,18629,TCP,1250,Control,DNS
12204,16070,ICMP,1020,Control,HTTP
49997,57671,ICMP,615,Control,DNS
28871,41062,TCP,1499,Control,HTTP
41284,25285,UDP,1176,Data,HTTP
9845,45045,TCP,229,Control,DNS
22398,33413,TCP,776,Control,HTTP
4232,5295,ICMP,723,Data,DNS
15258,36681,ICMP,958,Control,FTP
54300,43230,TCP,212,Control,FTP
40691,45367,TCP,441,Control,HTTP
14432,19177,TCP,1128,Data,DNS
21343,6007,UDP,705,Control,FTP
4779,39437,TCP,1500,Data,HTTP
41585,14366,TCP,683,Control,DNS
18908,49598,UDP,1207,Data,HTTP
63617,56223,TCP,899,Data,FTP
33023,55955,TCP,884,Control,HTTP
30843,44560,TCP,1418,Data,FTP
43929,64134,UDP,126,Data,HTTP
1576,8017,UDP,596,Data,FTP
30043,63375,TCP,1037,Control,FTP
63734,64903,ICMP,1017,Data,HTTP
40092,4205,TCP,1105,Data,DNS
42838,41150,ICMP,1043,Data,DNS
48975,33608,ICMP,1194,Data,FTP
42175,50417,UDP,668,Data,FTP
61893,17803,ICMP,1087,Data,DNS
38202,42408,UDP,1359,Control,FTP
12179,10358,ICMP,995,Data,HTTP
36582,2674,ICMP,1042,Data,HTTP
33580,2827,ICMP,1302,Data,FTP
28971,38437,UDP,1075,Data,HTTP
61959,62756,UDP,634,Data,DNS
22956,36638,ICMP,834,Data,FTP
7705,17694,TCP,199,Control,HTTP
50708,32669,UDP,74,Control,HTTP
6375,33972,TCP,634,Data,HTTP
28168,20953,UDP,278,Control,DNS
14026,57385,ICMP,749,Control,HTTP
7756,54337,TCP,998,Control,HTTP
27398,25029,UDP,819,Data,FTP
4834,46433,UDP,1148,Data,DNS
21867,48344,TCP,1359,Control,DNS
9404,34316,TCP,850,Control,FTP
29107,22371,UDP,893,Control,FTP
47132,58647,ICMP,263,Control,HTTP
60407,1760,TCP,1395,Data,HTTP
54360,44512,UDP,778,Control,HTTP
52843,25470,ICMP,755,Control,HTTP
22140,10286,UDP,331,Data,HTTP
64987,15483,ICMP,1104,Control,DNS
58678,15179,ICMP,519,Data,HTTP
37588,63621,TCP,404,Control,DNS
5714,58603,ICMP,1125,Control,HTTP
55523,35958,UDP,891,Control,FTP
64651,56104,TCP,522,Control,DNS
53046,63433,ICMP,470,Data,FTP
54454,1516,ICMP,235,Data,DNS
21412,10217,UDP,612,Data,HTTP
15370,16111,ICMP,1162,Control,DNS
30188,30232,TCP,956,Data,FTP
11858,11255,UDP,833,Control,HTTP
35782,44331,UDP,1246,Data,DNS
57569,9465,UDP,1420,Data,HTTP
24793,59666,TCP,226,Data,DNS
34583,12965,UDP,910,Data,FTP
4378,44908,UDP,298,Data,DNS
57198,9333,UDP,435,Data,DNS
12708,21192,UDP,541,Data,HTTP
16377,27673,UDP,901,Control,FTP
40088,37751,TCP,331,Data,HTTP
6173,35854,UDP,509,Data,DNS
1380,52983,ICMP,1089,Data,DNS
46356,31926,TCP,1128,Data,HTTP
26762,47394,TCP,857,Control,DNS
55162,43321,ICMP,463,Data,HTTP
63687,19679,TCP,835,Control,DNS
10669,14227,ICMP,1415,Control,DNS
52460,23390,ICMP,1402,Control,DNS
24370,41484,UDP,313,Data,HTTP
27326,49977,UDP,854,Control,FTP
52405,32782,ICMP,928,Control,HTTP
30104,10244,UDP,871,Control,HTTP
61256,48410,ICMP,1411,Control,DNS
57121,35182,UDP,1064,Data,FTP
12106,53767,UDP,152,Data,FTP
63232,44345,UDP,540,Control,DNS
55211,24915,UDP,1368,Control,DNS
25399,42555,TCP,1036,Data,FTP
23998,38711,ICMP,753,Data,DNS
62836,55103,UDP,541,Data,DNS
15956,15633,TCP,1461,Control,DNS
4127,14834,UDP,1480,Data,HTTP
38455,18348,ICMP,990,Control,DNS
30787,25853,ICMP,231,Control,HTTP
44722,34661,ICMP,1388,Control,FTP
38988,62921,ICMP,243,Data,DNS
12932,22779,UDP,120,Control,HTTP
19240,54806,ICMP,1185,Control,FTP
41658,57516,ICMP,1053,Control,FTP
25487,49607,TCP,434,Data,DNS
29472,44005,UDP,1417,Data,DNS
48252,64208,UDP,440,Control,FTP
48474,28610,UDP,607,Control,DNS
54460,31119,ICMP,609,Data,DNS
39127,40959,UDP,1058,Control,DNS
18514,27090,TCP,446,Data,HTTP
54889,54345,ICMP,365,Control,FTP
39153,1480,ICMP,864,Control,DNS
21914,52942,ICMP,602,Control,FTP
56329,49750,ICMP,748,Control,HTTP
34298,31262,UDP,572,Control,DNS
26457,55429,UDP,78,Data,FTP
20927,49996,TCP,313,Control,DNS
34224,53271,ICMP,818,Control,HTTP
41213,16192,UDP,170,Data,DNS
41604,59719,ICMP,1469,Data,DNS
33452,35105,TCP,1162,Data,DNS
50278,2309,TCP,313,Data,FTP
44904,3112,UDP,338,Data,DNS
4831,6143,TCP,702,Control,FTP
37919,60763,TCP,908,Data,DNS
28124,55963,TCP,958,Control,HTTP
5293,47058,ICMP,1236,Data,HTTP
16162,44457,TCP,182,Data,HTTP
13897,43806,ICMP,1213,Data,HTTP
45092,62383,ICMP,469,Control,HTTP
11506,38017,UDP,1285,Data,HTTP
12996,14565,ICMP,1432,Data,FTP
56042,35122,UDP,504,Control,FTP
32703,57786,ICMP,423,Control,FTP
39607,1939,TCP,499,Control,FTP
36019,50288,TCP,1064,Data,FTP
43571,60354,TCP,612,Control,HTTP
8195,12414,ICMP,1482,Data,HTTP
23634,55773,UDP,179,Control,HTTP
16137,29791,UDP,430,Control,DNS
4036,17708,UDP,1155,Data,FTP
40017,48010,ICMP,592,Data,DNS
34708,42334,TCP,723,Data,DNS
27887,63232,UDP,1081,Control,HTTP
44570,31885,UDP,426,Data,DNS
44490,9147,ICMP,503,Control,HTTP
60798,43971,TCP,805,Control,DNS
54559,8044,TCP,1199,Control,DNS
11069,63092,ICMP,602,Data,HTTP
59464,44837,UDP,466,Control,DNS
46796,34056,ICMP,822,Data,DNS
34241,3687,UDP,526,Control,HTTP
26516,24409,UDP,896,Control,DNS
13524,35568,UDP,1476,Data,DNS
40073,9656,TCP,1443,Data,HTTP
8987,19742,TCP,612,Control,FTP
44834,28339,UDP,619,Control,FTP
31992,37168,UDP,474,Control,DNS
40573,63220,TCP,439,Data,DNS
9750,12745,UDP,312,Control,HTTP
51055,61228,ICMP,897,Data,DNS
21129,11365,ICMP,918,Data,HTTP
45835,40673,UDP,243,Control,DNS
3444,27401,UDP,1333,Data,DNS
8763,47103,TCP,212,Data,DNS
41895,14603,UDP,1060,Data,DNS
22684,49047,TCP,1176,Control,FTP
51069,44749,ICMP,1209,Control,DNS
21472,40305,ICMP,175,Control,FTP
8846,63169,UDP,312,Data,DNS
1130,52511,ICMP,1079,Control,HTTP
59903,51461,TCP,740,Data,FTP
46453,42201,ICMP,103,Control,FTP
32559,44715,TCP,652,Control,HTTP
36667,49189,TCP,723,Control,HTTP
24916,45156,ICMP,323,Control,HTTP
56894,59705,TCP,1248,Data,HTTP
49521,5855,UDP,453,Data,DNS
50145,61200,TCP,98,Data,DNS
9773,25535,ICMP,182,Control,FTP
11020,32436,UDP,548,Data,DNS
32454,44822,UDP,221,Data,DNS
5425,16657,TCP,538,Data,FTP
1741,62626,UDP,1462,Control,HTTP
19356,25190,UDP,949,Control,HTTP
44240,5319,ICMP,1042,Control,HTTP
51540,3594,ICMP,896,Control,DNS
6082,38608,TCP,351,Data,FTP
46929,10787,TCP,1419,Control,FTP
20771,22481,TCP,720,Data,DNS
23775,33689,ICMP,885,Control,DNS
27069,55189,ICMP,66,Data,DNS
58333,2703,TCP,1080,Data,HTTP
43178,63228,ICMP,1073,Control,FTP
36904,22026,ICMP,444,Control,HTTP
45987,45194,UDP,368,Data,HTTP
47296,17911,ICMP,1497,Control,FTP
14767,37738,UDP,1290,Data,DNS
22669,25355,TCP,482,Data,HTTP
41922,42999,ICMP,302,Data,HTTP
54833,42816,TCP,534,Data,FTP
51507,22464,TCP,238,Control,DNS
11863,64083,ICMP,770,Data,DNS
25070,53320,UDP,1213,Data,FTP
48786,64748,TCP,1331,Data,FTP
33580,23266,ICMP,766,Data,FTP
57913,57308,UDP,953,Data,HTTP
16671,47083,TCP,210,Data,FTP
31693,5562,TCP,1481,Data,DNS
61896,14311,ICMP,565,Data,DNS
3081,33229,TCP,815,Data,HTTP
7409,11428,UDP,196,Control,HTTP
25347,35901,ICMP,1388,Control,DNS
4265,18975,UDP,662,Control,HTTP
48704,28072,ICMP,1356,Control,FTP
53535,18546,TCP,138,Data,FTP
49575,60341,TCP,1493,Data,FTP
55587,57264,TCP,907,Data,FTP
10980,26107,UDP,842,Data,FTP
48712,47113,UDP,873,Control,DNS
53517,45635,ICMP,1261,Control,FTP
15269,43515,UDP,1078,Data,DNS
52462,24320,UDP,455,Data,DNS
40020,20090,TCP,1447,Control,HTTP
59074,46483,ICMP,1158,Control,DNS
3778,5708,ICMP,751,Data,HTTP
25440,45124,ICMP,442,Control,HTTP
19133,4466,TCP,326,Control,DNS
20973,60816,UDP,1011,Control,HTTP
33044,62677,ICMP,309,Data,HTTP
63723,19177,UDP,739,Control,DNS
65337,6151,UDP,157,Data,FTP
11219,9855,TCP,1083,Control,HTTP
64891,7653,TCP,550,Data,HTTP
26079,38905,ICMP,882,Control,HTTP
35895,32268,ICMP,864,Data,HTTP
46160,14584,UDP,534,Control,HTTP
41168,27743,ICMP,528,Control,FTP
8971,55083,TCP,1232,Control,FTP
29902,15431,UDP,414,Control,DNS
19440,65041,ICMP,1409,Data,FTP
10637,14868,TCP,1438,Data,FTP
20687,55168,UDP,1067,Control,DNS
7966,13169,UDP,529,Data,DNS
30603,35079,ICMP,1288,Control,DNS
21404,64081,ICMP,1318,Data,FTP
57859,27435,ICMP,312,Data,FTP
2243,65060,ICMP,1051,Data,DNS
56374,11692,ICMP,125,Control,HTTP
61946,55159,ICMP,964,Data,DNS
58674,42549,ICMP,522,Data,FTP
3162,43355,UDP,1203,Data,DNS
30340,14361,ICMP,815,Control,DNS
63140,30700,UDP,1386,Data,HTTP
33096,30043,ICMP,1280,Data,FTP
28706,52952,ICMP,770,Data,FTP
50940,43413,UDP,1495,Control,FTP
58734,12437,TCP,436,Control,DNS
11544,25260,UDP,1262,Data,DNS
25484,57664,UDP,1452,Data,FTP
37111,34009,TCP,943,Control,DNS
53174,51219,ICMP,653,Data,HTTP
27525,17147,TCP,1495,Control,HTTP
46994,51210,TCP,705,Control,DNS
58029,63008,ICMP,295,Control,HTTP
64064,47900,UDP,1214,Data,DNS
31157,39505,UDP,600,Data,DNS
15742,63419,TCP,810,Control,DNS
5787,42133,ICMP,1060,Control,HTTP
17455,15833,UDP,668,Control,HTTP
15433,13907,UDP,201,Control,FTP
60067,43509,TCP,68,Data,DNS
48109,39452,UDP,1096,Control,FTP
24484,13355,ICMP,1037,Control,DNS
37995,2583,ICMP,139,Control,FTP
56845,12750,ICMP,244,Control,FTP
35981,40744,UDP,218,Control,DNS
25412,49081,UDP,936,Data,DNS
2914,15987,UDP,1310,Data,DNS
40985,17232,UDP,707,Data,FTP
24069,5889,TCP,1063,Control,HTTP
46779,11262,ICMP,758,Control,FTP
39026,27550,UDP,535,Control,HTTP
10711,6335,ICMP,1158,Data,FTP
13548,23335,ICMP,1007,Data,HTTP
58787,29246,ICMP,1226,Control,FTP
6749,51504,ICMP,1024,Control,HTTP
44591,57441,ICMP,1453,Data,FTP
14930,32089,TCP,1122,Data,DNS
33271,53819,TCP,888,Data,DNS
25506,22478,ICMP,1286,Control,HTTP
58561,31628,ICMP,450,Data,FTP
27440,8145,UDP,551,Data,FTP
41763,61289,ICMP,1079,Control,DNS
60574,48784,UDP,381,Data,HTTP
23262,20363,UDP,1224,Data,DNS
50411,46563,ICMP,343,Data,FTP
50551,50315,UDP,1285,Control,FTP
13354,37940,UDP,1234,Data,DNS
42745,36520,TCP,1086,Data,FTP
55567,32058,TCP,967,Control,DNS
7772,21581,TCP,663,Control,HTTP
13631,12730,TCP,760,Data,FTP
21644,4852,TCP,673,Control,FTP
35860,62992,UDP,74,Data,DNS
21255,48714,TCP,363,Control,HTTP
42533,6968,ICMP,919,Control,FTP
59735,31419,ICMP,65,Data,HTTP
27542,36084,UDP,672,Data,HTTP
28119,40403,UDP,629,Control,FTP
18553,12730,TCP,834,Data,FTP
17658,47309,ICMP,1372,Control,FTP
39393,49515,ICMP,587,Data,FTP
28049,51232,TCP,1390,Data,HTTP
42395,14663,ICMP,321,Control,HTTP
48697,18861,TCP,1083,Data,FTP
48734,9711,TCP,1354,Control,DNS
6989,2117,ICMP,1316,Control,FTP
7031,5710,TCP,738,Data,HTTP
41742,55221,UDP,720,Control,DNS
46331,41029,TCP,1095,Control,HTTP
30603,53985,TCP,423,Control,FTP
24376,23248,ICMP,1225,Data,HTTP
5318,61636,ICMP,816,Control,HTTP
48546,13176,TCP,1401,Control,DNS
45255,4028,TCP,768,Data,DNS
18202,4056,TCP,1343,Data,HTTP
4358,23240,ICMP,199,Control,DNS
26110,2453,TCP,1392,Control,FTP
35389,23244,TCP,592,Control,FTP
29965,65535,ICMP,1343,Control,HTTP
37849,62684,UDP,854,Data,FTP
12837,16701,TCP,91,Control,FTP
25788,39428,TCP,1344,Data,HTTP
28960,20495,TCP,1033,Control,DNS
60155,15909,UDP,563,Data,DNS
50026,46823,UDP,1074,Control,HTTP
61727,53971,ICMP,191,Data,DNS
44665,56381,ICMP,292,Control,DNS
58372,5458,TCP,567,Data,FTP
37042,18628,UDP,109,Control,FTP
58028,28858,UDP,1032,Data,HTTP
5411,1480,TCP,1426,Data,HTTP
53546,15298,TCP,575,Data,FTP
43211,49487,UDP,187,Control,DNS
18635,58072,TCP,789,Data,HTTP
7065,29672,ICMP,427,Data,DNS
45633,18944,UDP,1323,Control,HTTP
51533,43031,ICMP,1350,Data,DNS
25859,36644,UDP,88,Data,DNS
12807,21047,ICMP,84,Control,HTTP
61568,46123,ICMP,717,Control,HTTP
58358,9801,TCP,75,Data,HTTP
23343,54551,TCP,977,Data,DNS
44860,31102,TCP,154,Data,FTP
50027,29202,TCP,382,Control,FTP
30548,55506,ICMP,812,Data,FTP
46359,4533,ICMP,593,Data,FTP
34289,8780,TCP,335,Data,FTP
28274,13242,UDP,1359,Control,DNS
15711,36089,UDP,1069,Control,FTP
52051,31172,ICMP,689,Data,DNS
12740,38227,TCP,889,Control,HTTP
30585,60332,ICMP,1355,Data,FTP
49193,17825,ICMP,1465,Data,DNS
23742,51362,UDP,323,Control,FTP
17563,42697,UDP,1255,Data,HTTP
37716,51750,TCP,1340,Data,FTP
56623,3194,ICMP,1289,Control,FTP
47979,53266,ICMP,1278,Control,HTTP
55411,21897,UDP,597,Data,FTP
27831,48801,UDP,99,Control,HTTP
2728,22964,ICMP,736,Data,FTP
45765,60505,TCP,496,Data,FTP
5129,15589,UDP,418,Control,DNS
41121,7267,ICMP,340,Control,HTTP
34797,64451,UDP,688,Control,DNS
18174,22375,UDP,537,Control,HTTP
25831,39813,TCP,555,Data,HTTP
15535,21130,UDP,761,Data,FTP
19094,32927,TCP,246,Control,FTP
52591,64536,UDP,1151,Data,FTP
35728,7641,UDP,501,Control,FTP
18204,46738,TCP,373,Control,FTP
26001,62353,TCP,699,Data,HTTP
18055,43902,TCP,690,Control,HTTP
36535,25242,UDP,700,Data,HTTP
9011,44355,ICMP,697,Control,HTTP
13492,7300,ICMP,1295,Data,DNS
60652,5514,UDP,1084,Data,HTTP
47995,31774,TCP,525,Data,FTP
4579,27201,ICMP,702,Control,HTTP
41502,53480,ICMP,1433,Control,FTP
12191,18355,TCP,1480,Control,HTTP
33553,58093,UDP,757,Data,FTP
45255,25399,UDP,1239,Control,FTP
47861,11367,UDP,1465,Control,DNS
48768,44499,ICMP,218,Control,HTTP
17631,5643,UDP,675,Control,HTTP
20686,26566,UDP,1017,Data,DNS
4145,60712,TCP,477,Data,HTTP
21172,16706,UDP,1322,Data,FTP
14435,33445,ICMP,551,Data,FTP
37210,50584,TCP,555,Data,HTTP
5954,16030,TCP,903,Control,DNS
18913,37230,TCP,281,Control,HTTP
59837,39692,UDP,1137,Data,DNS
14158,64791,ICMP,1104,Data,DNS
39910,30830,TCP,495,Control,FTP
28145,1579,TCP,821,Data,FTP
47676,60514,ICMP,332,Control,DNS
57631,21377,UDP,1323,Data,DNS
62260,36624,UDP,676,Data,DNS
12537,45030,TCP,978,Data,DNS
45904,57828,ICMP,1373,Data,FTP
61544,10502,ICMP,1461,Control,DNS
47730,60844,UDP,1400,Control,FTP
57853,23818,ICMP,1457,Data,DNS
43587,55154,UDP,115,Control,FTP
8864,65130,TCP,1345,Data,HTTP
35000,6729,ICMP,128,Control,FTP
5514,64238,UDP,1057,Control,HTTP
24805,38611,UDP,101,Control,FTP
19429,56772,TCP,891,Data,HTTP
65487,36069,TCP,854,Control,HTTP
12490,1387,UDP,1013,Control,FTP
8196,34201,UDP,810,Control,FTP
48166,54927,ICMP,854,Control,HTTP
19588,41144,UDP,1114,Data,HTTP
38048,47088,TCP,1352,Data,DNS
37936,39598,TCP,275,Data,HTTP
17021,52438,ICMP,1222,Control,HTTP
27048,34401,ICMP,982,Data,DNS
24203,30309,TCP,229,Data,HTTP
35663,13612,ICMP,639,Data,HTTP
38855,1903,UDP,1315,Data,HTTP
14374,8911,UDP,1205,Data,HTTP
51793,43715,UDP,1141,Data,DNS
62158,22995,TCP,829,Data,DNS
10272,16736,TCP,1183,Data,FTP
57262,59283,ICMP,1155,Control,HTTP
20034,53716,ICMP,568,Data,HTTP
4375,40849,ICMP,605,Control,DNS
4928,44129,TCP,364,Data,FTP
32734,33820,UDP,945,Control,HTTP
3051,46472,ICMP,349,Control,HTTP
42912,30925,UDP,366,Control,FTP
17582,52485,ICMP,1376,Control,HTTP
55855,50045,UDP,1465,Data,HTTP
20863,38879,TCP,1413,Control,HTTP
3038,21019,TCP,1459,Control,FTP
33231,3405,UDP,296,Data,FTP
57777,5203,UDP,934,Data,HTTP
13243,17609,TCP,1341,Data,DNS
39344,41553,TCP,1080,Data,HTTP
39239,63478,TCP,1112,Control,DNS
4057,39268,ICMP,359,Control,HTTP
27119,51941,UDP,1485,Control,DNS
37648,55650,UDP,328,Data,HTTP
51121,50062,UDP,1111,Control,HTTP
59830,11814,ICMP,437,Data,HTTP
45757,50418,ICMP,240,Control,DNS
11022,56842,TCP,841,Data,FTP
55520,23964,ICMP,664,Data,DNS
62010,49305,TCP,736,Control,HTTP
34273,35638,TCP,456,Data,FTP
5050,63012,UDP,267,Control,FTP
26257,27317,TCP,1462,Control,FTP
16870,32416,TCP,429,Data,HTTP
3923,58017,ICMP,1202,Control,DNS
5429,31406,UDP,1000,Control,DNS
38861,21181,TCP,1001,Control,HTTP
50335,6528,ICMP,930,Control,HTTP
37920,21130,ICMP,296,Data,DNS
63928,20764,TCP,1102,Data,DNS
62670,44022,UDP,1363,Control,DNS
27271,43957,UDP,1222,Control,FTP
36558,58561,UDP,207,Control,FTP
11044,25229,TCP,882,Data,DNS
59904,45829,TCP,1000,Control,DNS
54664,49219,UDP,1106,Data,FTP
5922,61030,TCP,123,Data,DNS
49854,14009,ICMP,255,Control,DNS
58003,23898,TCP,247,Data,HTTP
6633,50597,UDP,873,Data,FTP
43471,33710,TCP,1216,Control,FTP
55524,44286,TCP,590,Control,DNS
15876,8582,UDP,193,Data,DNS
11842,58717,ICMP,526,Control,HTTP
11030,51680,TCP,630,Control,FTP
11824,28380,TCP,531,Control,FTP
13623,7152,TCP,1123,Data,HTTP
38930,56018,TCP,695,Control,DNS
4069,48684,TCP,1462,Control,HTTP
58116,7082,ICMP,957,Data,HTTP
6064,22293,TCP,1184,Control,HTTP
32921,64883,ICMP,458,Data,FTP
1845,31432,TCP,1024,Data,DNS
19161,54040,ICMP,445,Control,HTTP
63225,52130,TCP,1218,Control,HTTP
15988,63788,TCP,586,Data,DNS
57335,64012,UDP,993,Control,HTTP
52766,32719,UDP,1234,Data,FTP
6629,32821,ICMP,1260,Control,HTTP
47215,36601,UDP,114,Control,DNS
23159,19081,TCP,313,Control,DNS
21027,32642,UDP,529,Control,HTTP
6636,17579,ICMP,1476,Control,DNS
25351,20078,TCP,1109,Data,DNS
47399,64498,TCP,787,Control,DNS
6677,2021,UDP,102,Data,HTTP
